Cmp,Fac Name,Seg From,Pm Los,Type Seg,Seg To,latitude,longitude
F1210290,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9961938084138,-76.4138504018389
F1210280,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.996979582589,-76.417842190281
F1210280,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9954659593891,-76.420967810835
F1210290,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.993386506341,-76.4195612258746
F1210280,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9928734667993,-76.4251877596303
F1210290,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9898981289031,-76.4245731957285
F1210290,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9833509164186,-76.423451566232
F1210280,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9825059615813,-76.4263417515897
F1140260,I-64,SETTLERS LANDING RD,A-C,E,MALLORY ST,37.0202382105344,-76.3292094324423
F1140260,I-64,SETTLERS LANDING RD,A-C,E,MALLORY ST,37.0158343220493,-76.3279865928928
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0148581772182,-76.326978159499
F1140290,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0145957021541,-76.3240537035626
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0131142336137,-76.3252528426387
F1140290,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0076398683417,-76.320248282005
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0073785145864,-76.3226240715462
F1140290,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0012278458535,-76.317127702936
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,37.0012592413653,-76.3198286482209
F1140290,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,36.9915630195351,-76.3082502725403
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,36.9924678619947,-76.3118359814333
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,36.9836466215078,-76.3037943275808
F1140290,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,36.9812328514293,-76.299952357008
F1210270,I-664,TERMINAL AVE,A-C,E,23RD ST,36.9754467096363,-76.418322114412
F1210260,I-664,TERMINAL AVE,A-C,E,23RD ST,36.974263271307,-76.4209696907755
F1140120,I-64,HRC PARKWAY,A-C,E,MAGRUDER BLVD,37.0579463436434,-76.4176299326235
F1140120,I-64,HRC PARKWAY,A-C,E,MAGRUDER BLVD,37.0542613814599,-76.4124480984109
F1210290,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.987267082575,-76.4252930615415
F1210280,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9885107068257,-76.4277910867118
F1140150,I-64,MAGRUDER BLVD,D,E,MERCURY BLVD,37.048738966108,-76.4015935372373
F1140170,I-64,MERCURY BLVD,A-C,E,I-664,37.0337854464067,-76.3809470439222
F1140170,I-64,MERCURY BLVD,A-C,E,I-664,37.035509143374,-76.3861726039218
F1340200,I-264,LASKIN RD,A-C,E,FIRST COLONIAL RD,,
F1330210,ROUTE 460 RELOCATED,ISLE OF WIGHT CL,#N/A,F,SUFFOLK BYPASS,36.7831097197779,-76.6467346229672
F1330200,ROUTE 460 RELOCATED,ISLE OF WIGHT CL,#N/A,F,SUFFOLK BYPASS,36.7811454586734,-76.6493785588487
F0460130,ROUTE 460 RELOCATED,ROUTE 258,#N/A,F,SUFFOLK CL,36.8053434327961,-76.7198735334684
F0460120,ROUTE 460 RELOCATED,ROUTE 258,#N/A,F,SUFFOLK CL,36.8031252640743,-76.7219239140898
F0460110,ROUTE 460 RELOCATED,SOUTHAMPTON CL,#N/A,F,ROUTE 258,36.8413362183852,-76.7917712561088
F0460100,ROUTE 460 RELOCATED,SOUTHAMPTON CL,#N/A,F,ROUTE 258,36.8392682814026,-76.7935529223812
F0870110,ROUTE 460 RELOCATED,SUSSEX CL,#N/A,F,ISLE OF WIGHT CL,36.888675857128,-76.8633804270608
F0870100,ROUTE 460 RELOCATED,SUSSEX CL,#N/A,F,ISLE OF WIGHT CL,36.8867258587371,-76.8657475924508
F0870110,ROUTE 460 RELOCATED,SUSSEX CL,#N/A,F,ISLE OF WIGHT CL,36.927022174863,-76.9217986052687
F0870100,ROUTE 460 RELOCATED,SUSSEX CL,#N/A,F,ISLE OF WIGHT CL,36.9251396516567,-76.9248859177505
F1140130,I-64,HRC PARKWAY,D,E,MAGRUDER BLVD,37.0559968950071,-76.4104672917401
,,,,,,37.2607915790222,-76.6466237231365
,,,,,,37.1772901961517,-76.5526383733362
,,,,,,37.1122992164456,-76.4801010619041
,,,,,,37.1051890107189,-76.4740857369518
,,,,,,,
F1240265,M L K FREEWAY,,,E,,36.8315887116741,-76.3256578290538
F1240275,M L K FREEWAY,,,E,,36.8310135688459,-76.3279820205892
