NOTE 3:,Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),,,,,,,,,,,,,,,,
NOTE 4:,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 5:,Request directed to operating budget.,Request directed to operating budget.,Request directed to operating budget.,Request directed to operating budget.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,
,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,Capital,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,10 Year
,,,,CIP,Budget,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,2006-07,2006-07,2006-07,2006-07,,2007-08,2008-09,2008-09,2009-10,2009-10,2010-11,2010-11,2011-12,2011-12,,FY 08-12',2012-13',2012-13',2013-14',2013-14',2014-15',2014-15',2015-16',2015-16',2016-17',2016-17',,FY 13-17',,TOTAL
G,Public Works,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Refuse Truck-fleet addition,Refuse Truck-fleet addition,,,,,,,,"130,000",,,,,,,,"130,000",,,,,,,,,,,,-,,"130,000"
,Refuse Truck - fleet additon,Refuse Truck - fleet additon,,"125,000",,"125,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Health Dept. HVAC replacement,Health Dept. HVAC replacement,,"60,000",,"60,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Dump Truck-replacement,Dump Truck-replacement,,,,,,,,,,,,"65,000",,,,"65,000",,,,,,,,,,,,-,,"65,000"
,Refuse Truck-replacement,Refuse Truck-replacement,,,,,,,,,,,,"135,000",,,,"135,000",,,,,,,,,,,,-,,"135,000"
,Bobcat-replacement,,,,,,,,,,,,,"40,000",,,,"40,000",,,,,,,,,,,,-,,"40,000"
,Rushmere VFD-roof replacement,Rushmere VFD-roof replacement,,,,,,,,,,,,"35,000",,,,"35,000",,,,,,,,,,,,-,,"35,000"
,IOW Rescue-roof replacement,IOW Rescue-roof replacement,,,,,,,,,,,,"35,000",,,,"35,000",,,,,,,,,,,,-,,"35,000"
,Museum-roof replacement,Museum-roof replacement,,,,,,,,,,,,"40,000",,,,"40,000",,,,,,,,,,,,-,,"40,000"
A,Cooling Tower Replacement-Court,Cooling Tower Replacement-Court,,,,,,,,,,,,,,-,,-,,,,,,,,,,,,-,,-
,Carrsville Compactor-replacement,Carrsville Compactor-replacement,,,,,,,,,,,,,,"35,000",,"35,000",,,,,,,,,,,,-,,"35,000"
,Windsor VFD-roof replacement,Windsor VFD-roof replacement,,,,,,,,,,,,,,"35,000",,"35,000",,,,,,,,,,,,-,,"35,000"
,Refuse Truck - fleet additon,Refuse Truck - fleet additon,,,,,,,,,,,,,,"130,000",,"130,000",,,,,,,,,,,,-,,"130,000"
,Carroll Bridge Compactor-replacement,Carroll Bridge Compactor-replacement,Carroll Bridge Compactor-replacement,,,,,,,,,,,,,,,-,,,,,,"40,000",,,,,,"40,000",,"40,000"
,Refuse Truck - replacement,Refuse Truck - replacement,,,,,,,,,,,,,,,,-,,,,,,"140,000",,,,,,"140,000",,"140,000"
,Orbit Compactor- acquisition,Orbit Compactor- acquisition,,"71,500",,"71,500",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Orbit Convenience Center -construction,Orbit Convenience Center -construction,Orbit Convenience Center -construction,"70,000",,"70,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Refuse Containers,,,,,,,"30,000",,,,,,,,,,"30,000",,,,,,,,,,,,-,,"30,000"
,"Mill Swamp Convenience Center-Acq/Co9n0s,t000","Mill Swamp Convenience Center-Acq/Co9n0s,t000","Mill Swamp Convenience Center-Acq/Co9n0s,t000","Mill Swamp Convenience Center-Acq/Co9n0s,t000",,"90,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Satellite Fuel Station-Prison Farm,Satellite Fuel Station-Prison Farm,,,,,,,,"100,000",,,,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,Old Jail Bldg Restoration,Old Jail Bldg Restoration,,"165,000",,"165,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Convenience Centers,,,,,,,,,,,,,"250,000",,,,"250,000",,,,,,,,,,,,-,,"250,000"
,Camp Washington Cleanup,Camp Washington Cleanup,,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,,,"200,000",,,,,,,,,,,,-,,"200,000"
,Roof Replacement - Social Svcs,Roof Replacement - Social Svcs,,-,,-,,-,,-,,-,,-,,"100,000",,"100,000",,-,,-,,-,,-,,-,,-,,"100,000"
,,TOTAL:,$,"631,500",$,"631,500",$,"80,000","$ 280,000","$ 280,000",$,"50,000","$ 650,000","$ 650,000",$,"300,000",$,"1,360,000",$,-,$,-,"$ 180,000","$ 180,000",$,-,$,-,$,"180,000","$ 1,540,000","$ 1,540,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"631,500",$,"631,500",$,"80,000",$,"280,000",$,"50,000",$,"650,000",$,"300,000",$,"1,360,000",$,-,$,-,$,"180,000",$,-,$,-,$,"180,000",$,"1,540,000"
,Fund Balance/Reserves,,,,,,,,,,,,,,,,,-,,-,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"631,500",$,"631,500",$,"80,000","$ 280,000","$ 280,000",$,"50,000","$ 650,000","$ 650,000",$,"300,000",$,"1,360,000",$,-,$,-,"$ 180,000","$ 180,000",$,-,$,-,$,"180,000","$ 1,540,000","$ 1,540,000"
NOTE A:,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,
,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,Capital,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,Budget,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,Department / Agency,2006-07,2006-07,2006-07,2006-07,,2007-08,2008-09,2008-09,2009-10,2009-10,2010-11,2010-11,2011-12,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
H,Smithfield YMCA,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Swimming Pool Expansion,Swimming Pool Expansion,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,10 Year Contribution,10 Year Contribution,,"25,000",,"25,000",,"25,000",,"25,000",,"25,000",,"25,000",,"25,000",,"125,000",,-,,,,,,,,,,-,,"125,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"125,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"125,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"125,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"125,000"
,Fund Balance/Reserves,Fund Balance/Reserves,,,,,,,,,,,,,,,,-,,-,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"125,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"125,000"
** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,** Above represents a 10 year commitment by the BOS for the period FY 01-02' to FY 10-11'.,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,2009-10,2009-10,,2010-11,,2011-12,FY 08-12',FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
I,Planning & Zoning,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,1 CDBG BT Estates-Construction,1 CDBG BT Estates-Construction,,"100,000",,"100,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,CDBG Programs Reserve,CDBG Programs Reserve,,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"250,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"250,000",,"500,000"
,CDBG BT Estates - Road Constr,CDBG BT Estates - Road Constr,,,,,,"100,000",,,,,,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,2 Pinewood Heights Relocation,2 Pinewood Heights Relocation,,,,,,"250,000",,"250,000",,"250,000",,,,,,"750,000",,,,,,,,,,,,-,,"750,000"
,3 Transportation Plan,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,3 Route 58 Master Plan,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,3 Route 460 Master Plan,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,4 Rt. 17 Revitalization,,,"100,000",,"100,000",,-,,"250,000",,"250,000",,"250,000",,,,"750,000",,,,,,,,,,,,-,,"750,000"
,4 Carrsville Streetscape,,,"100,000",,"100,000",,-,,"250,000",,"250,000",,"250,000",,,,"750,000",,,,,,,,,,,,,,"750,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"350,000",$,"350,000",$,"400,000",$,"800,000","$ 800,000","$ 800,000",$,"550,000",$,"50,000",$,"2,600,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"250,000",$,"2,850,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"150,000",$,"150,000",$,"150,000",$,"550,000","$ 550,000","$ 550,000",$,"550,000",$,"50,000",$,"1,850,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"250,000",$,"2,100,000"
,Fund Balance/Reserves,Fund Balance/Reserves,,,,,,"250,000",,"250,000",,"250,000",,,,,,"750,000",,-,,,,,,,,-,,-,,"750,000"
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"150,000",$,"150,000",$,"400,000",$,"800,000","$ 800,000","$ 800,000",$,"550,000",$,"50,000",$,"2,600,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"250,000",$,"2,850,000"
NOTE 1:,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,,,,,,,,,,,,,,,,,
